user_id,activity_date,login_hour,file_access_count,email_sent_count,device_used,session_duration_minutes,failed_login_attempts,anomaly_label,is_anomaly,is_weekend,off_hours_activity,login_hour_deviation,daily_activity_volume,files_per_email_ratio,user_avg_file_access,user_avg_email_sent,user_avg_login_hour,user_activity_days,file_access_user_delta,email_sent_user_delta,login_hour_user_delta,anomaly_score,predicted_anomaly,risk_level
U0054,2025-03-22,21,83,68.0,laptop,504.0,1,1,1,1,1,4,151.0,1.2028985507246377,32.07692307692308,19.333333333333332,12.23076923076923,13,50.92307692307692,48.66666666666667,8.76923076923077,0.08662083229652617,1,High
U0047,2025-01-21,19,35,,vpn,356.4,6,0,0,0,1,2,35.0,35.0,36.2,25.666666666666668,10.9,9,-1.2000000000000028,-25.666666666666668,8.1,0.0863769021496743,1,High
U0037,2025-02-19,19,79,26.0,unknown,517.0,3,1,1,0,1,2,105.0,2.925925925925926,39.1,28.2,12.0,10,39.9,-2.1999999999999993,7.0,0.0860219772762646,1,High
U0091,2025-01-25,16,67,67.0,usb,295.0,4,1,1,1,0,1,134.0,0.9852941176470589,46.333333333333336,34.166666666666664,12.666666666666666,5,20.666666666666664,32.833333333333336,3.333333333333334,0.08512784348224811,1,High
U0144,2025-03-24,18,57,,vpn,373.5,3,0,0,0,0,1,57.0,57.0,34.0,22.22222222222222,13.3,10,23.0,-22.22222222222222,4.699999999999999,0.08425556197360917,1,High
U0280,2025-03-09,16,78,55.0,usb,409.0,6,1,1,1,0,1,133.0,1.3928571428571428,31.727272727272727,18.1,9.545454545454545,10,46.27272727272727,36.9,6.454545454545455,0.0841105636030891,1,High
U0114,2025-02-12,19,75,61.0,vpn,316.0,1,1,1,0,1,2,136.0,1.2096774193548387,39.166666666666664,30.666666666666668,14.666666666666666,6,35.833333333333336,30.333333333333332,4.333333333333334,0.08382453307055404,1,High
U0163,2025-01-07,21,79,53.0,vpn,283.0,3,1,1,0,1,4,132.0,1.462962962962963,28.285714285714285,22.333333333333332,10.285714285714286,7,50.714285714285715,30.666666666666668,10.714285714285714,0.0833225054940151,1,High
U0135,2025-02-23,21,52,54.0,vpn,273.0,1,1,1,1,1,4,106.0,0.9454545454545454,27.625,26.571428571428573,10.5,8,24.375,27.428571428571427,10.5,0.08293829590574175,1,High
U0262,2025-03-07,10,49,50.0,unknown,455.0,6,1,1,0,0,1,99.0,0.9607843137254902,26.428571428571427,19.857142857142858,9.142857142857142,7,22.571428571428573,30.142857142857142,0.8571428571428577,0.08264135796789018,1,High
U0120,2025-01-18,20,52,66.0,usb,349.0,6,1,1,1,1,3,118.0,0.7761194029850746,32.285714285714285,25.46153846153846,9.285714285714286,11,19.714285714285715,40.53846153846154,10.714285714285714,0.08203372800814279,1,High
U0297,2025-02-18,19,90,51.0,vpn,576.0,1,1,1,0,1,2,141.0,1.7307692307692308,33.75,24.5,13.5,8,56.25,26.5,5.5,0.08167979243479562,1,High
U0091,2025-03-29,7,89,48.0,usb,283.0,6,1,1,1,1,2,137.0,1.816326530612245,46.333333333333336,34.166666666666664,12.666666666666666,5,42.666666666666664,13.833333333333336,5.666666666666666,0.08138422707249271,1,High
U0034,2025-03-09,5,45,49.0,vpn,399.0,5,1,1,1,1,4,94.0,0.9,30.727272727272727,22.09090909090909,8.727272727272727,11,14.272727272727273,26.90909090909091,3.7272727272727266,0.08018574533076062,1,High
U0001,2025-01-27,19,84,55.0,vpn,340.0,1,1,1,0,1,2,139.0,1.5,41.625,28.625,11.375,7,42.375,26.375,7.625,0.07813671409284917,1,High
U0294,2025-01-30,6,85,52.0,vpn,312.0,6,1,1,0,1,3,137.0,1.6037735849056605,37.09090909090909,23.454545454545453,10.909090909090908,10,47.90909090909091,28.545454545454547,4.909090909090908,0.07703699307390055,1,High
U0166,2025-03-24,5,81,,usb,558.0,2,1,1,0,1,4,81.0,81.0,44.2,25.22222222222222,9.3,10,36.8,-25.22222222222222,4.300000000000001,0.0765297532195689,1,High
U0126,2025-01-05,10,62,,vpn,361.0,5,1,1,1,0,1,62.0,62.0,33.333333333333336,16.2,8.833333333333334,6,28.666666666666664,-16.2,1.166666666666666,0.07599470324789692,1,High
U0111,2025-01-28,18,56,41.0,unknown,301.5,3,0,0,0,0,1,97.0,1.3333333333333333,26.0,19.545454545454547,10.0,10,30.0,21.454545454545453,8.0,0.07448426023766419,1,High
U0003,2025-02-01,7,78,57.0,laptop,419.0,6,1,1,1,1,2,135.0,1.3448275862068966,28.2,18.1,8.7,9,49.8,38.9,1.6999999999999993,0.07289985461430293,1,High
U0031,2025-03-20,6,60,57.0,vpn,590.0,4,1,1,0,1,3,117.0,1.0344827586206897,30.571428571428573,27.857142857142858,8.571428571428571,7,29.428571428571427,29.142857142857142,2.571428571428571,0.07279284635682637,1,High
U0288,2025-03-28,5,55,56.0,vpn,373.0,3,1,1,0,1,4,111.0,0.9649122807017544,39.42857142857143,31.714285714285715,11.428571428571429,7,15.57142857142857,24.285714285714285,6.428571428571429,0.07276408298062453,1,High
U0127,2025-03-07,20,89,38.0,desktop,534.0,6,1,1,0,1,3,127.0,2.282051282051282,31.88888888888889,20.875,9.333333333333334,9,57.111111111111114,17.125,10.666666666666666,0.07236565702988451,1,High
U0010,2025-02-26,19,89,47.0,laptop,330.0,4,1,1,0,1,2,136.0,1.8541666666666667,58.75,41.5,18.0,4,30.25,5.5,1.0,0.07180835706702915,1,High
U0290,2025-02-03,6,58,57.0,vpn,380.0,5,1,1,0,1,3,115.0,1.0,37.0,28.833333333333332,10.166666666666666,6,21.0,28.166666666666668,4.166666666666666,0.07101308611541879,1,High
U0033,2025-03-25,6,79,49.0,vpn,293.0,6,1,1,0,1,3,128.0,1.58,28.333333333333332,19.11111111111111,8.666666666666666,7,50.66666666666667,29.88888888888889,2.666666666666666,0.07048985473201475,1,High
U0090,2025-01-19,5,54,34.0,unknown,323.3,4,0,0,1,1,4,88.0,1.542857142857143,35.5,29.0,8.5,6,18.5,5.0,3.5,0.07011272431853732,1,High
U0091,2025-03-17,20,58,43.0,vpn,359.5,1,0,0,0,1,3,101.0,1.3181818181818181,46.333333333333336,34.166666666666664,12.666666666666666,5,11.666666666666664,8.833333333333336,7.333333333333334,0.070073250086231,1,High
U0034,2025-03-12,5,61,65.0,vpn,533.0,2,1,1,0,1,4,126.0,0.9242424242424242,30.727272727272727,22.09090909090909,8.727272727272727,11,30.272727272727273,42.90909090909091,3.7272727272727266,0.06987067295869587,1,High
U0135,2025-01-18,7,55,57.0,usb,461.0,6,1,1,1,1,2,112.0,0.9482758620689655,27.625,26.571428571428573,10.5,8,27.375,30.428571428571427,3.5,0.0693991694098487,1,High
U0294,2025-01-15,6,87,45.0,desktop,581.0,6,1,1,0,1,3,132.0,1.891304347826087,37.09090909090909,23.454545454545453,10.909090909090908,10,49.90909090909091,21.545454545454547,4.909090909090908,0.06938704407609508,1,High
U0029,2025-03-23,21,49,43.0,vpn,229.5,2,0,0,1,1,4,92.0,1.1136363636363635,30.75,21.25,11.75,4,18.25,21.75,9.25,0.06886189898973794,1,High
U0149,2025-03-14,18,56,42.0,laptop,344.4,6,0,0,0,0,1,98.0,1.302325581395349,37.8,30.8,14.4,4,18.200000000000003,11.2,3.5999999999999996,0.06843839330344126,1,High
U0194,2025-03-29,6,78,32.0,vpn,311.0,3,1,1,1,1,3,110.0,2.3636363636363638,25.8125,15.133333333333333,9.0,16,52.1875,16.866666666666667,3.0,0.06812621123017215,1,High
U0028,2025-03-25,21,61,67.0,laptop,534.0,5,1,1,0,1,4,128.0,0.8970588235294118,27.285714285714285,19.428571428571427,12.571428571428571,6,33.714285714285715,47.57142857142857,8.428571428571429,0.06739273702525794,1,High
U0138,2025-01-15,20,85,66.0,usb,280.0,6,1,1,0,1,3,151.0,1.2686567164179106,31.692307692307693,20.46153846153846,11.23076923076923,13,53.30769230769231,45.53846153846154,8.76923076923077,0.06730488727764694,1,High
U0076,2025-02-15,5,47,47.0,laptop,484.0,5,1,1,1,1,4,94.0,0.9791666666666666,36.0,28.0,7.5,4,11.0,19.0,2.5,0.06698824506567669,1,High
U0189,2025-03-25,20,50,58.0,vpn,487.0,1,1,1,0,1,3,108.0,0.847457627118644,35.0,23.22222222222222,9.88888888888889,8,15.0,34.77777777777778,10.11111111111111,0.06681042289341033,1,High
U0258,2025-01-18,10,47,58.0,usb,444.0,6,1,1,1,0,1,105.0,0.7966101694915254,31.714285714285715,21.5,9.071428571428571,14,15.285714285714285,36.5,0.9285714285714288,0.0667375809196783,1,High
U0112,2025-02-06,10,62,38.0,unknown,516.0,3,1,1,0,0,1,100.0,1.5897435897435896,33.42857142857143,18.642857142857142,11.5,14,28.57142857142857,19.357142857142858,1.5,0.06649924420180253,1,High
U0146,2025-01-01,21,49,39.0,desktop,406.9,5,0,0,0,1,4,88.0,1.225,26.818181818181817,17.727272727272727,9.545454545454545,11,22.181818181818183,21.272727272727273,11.454545454545455,0.06617327241010529,1,High
U0264,2025-01-28,6,50,43.0,vpn,327.4,4,0,0,0,1,3,93.0,1.1363636363636365,52.333333333333336,35.0,11.666666666666666,3,-2.3333333333333357,8.0,5.666666666666666,0.06587170354519045,1,High
U0198,2025-03-01,19,75,53.0,laptop,,6,1,1,1,1,2,128.0,1.3888888888888888,37.7,26.1,11.6,9,37.3,26.9,7.4,0.06508455392469259,1,High
U0065,2025-01-01,6,85,51.0,desktop,554.0,6,1,1,0,1,3,136.0,1.6346153846153846,32.5,19.166666666666668,9.0,6,52.5,31.833333333333332,3.0,0.06494609524080142,1,High
U0129,2025-03-04,20,71,66.0,usb,466.0,1,1,1,0,1,3,137.0,1.0597014925373134,34.0,25.0,12.8,5,37.0,41.0,7.199999999999999,0.06483642723943928,1,High
U0167,2025-01-18,6,81,67.0,usb,345.0,6,1,1,1,1,3,148.0,1.1911764705882353,35.0,21.3,11.3,9,46.0,45.7,5.300000000000001,0.06439819161754379,1,High
U0345,2025-03-02,7,87,64.0,desktop,421.0,1,1,1,1,1,2,151.0,1.3384615384615384,38.0,24.8,10.0,5,49.0,39.2,3.0,0.06434293772343214,1,High
U0130,2025-03-11,7,85,46.0,vpn,453.0,2,1,1,0,1,2,131.0,1.8085106382978724,39.9,23.7,10.7,8,45.1,22.3,3.6999999999999993,0.06433229046355349,1,High
U0063,2025-02-04,19,52,62.0,vpn,450.0,2,1,1,0,1,2,114.0,0.8253968253968254,29.125,23.875,11.875,8,22.875,38.125,7.125,0.06424221286582321,1,High
U0301,2025-03-28,16,71,54.0,usb,301.0,5,1,1,0,0,1,125.0,1.290909090909091,36.111111111111114,24.444444444444443,9.11111111111111,9,34.888888888888886,29.555555555555557,6.888888888888889,0.06412286102958942,1,High
U0271,2025-03-25,5,80,60.0,desktop,430.0,4,1,1,0,1,4,140.0,1.3114754098360655,40.285714285714285,24.428571428571427,10.571428571428571,6,39.714285714285715,35.57142857142857,5.571428571428571,0.06368222097014442,1,High
U0062,2025-03-04,11,79,39.0,laptop,566.0,6,1,1,0,0,2,118.0,1.975,38.0,22.583333333333332,11.416666666666666,12,41.0,16.416666666666668,0.4166666666666661,0.06340224355491597,1,High
U0095,2025-01-20,6,49,63.0,vpn,382.0,5,1,1,0,1,3,112.0,0.765625,33.8,29.8,9.6,5,15.200000000000003,33.2,3.5999999999999996,0.06333660657585105,1,High
U0094,2025-02-25,20,62,41.0,vpn,453.0,2,1,1,0,1,3,103.0,1.4761904761904763,33.375,17.857142857142858,11.25,8,28.625,23.142857142857142,8.75,0.06324607904410595,1,High
U0199,2025-01-20,11,53,68.0,laptop,462.0,6,1,1,0,0,2,121.0,0.7681159420289855,39.0,28.75,8.5,4,14.0,39.25,2.5,0.06323818201973364,1,High
U0031,2025-02-22,5,54,65.0,usb,514.0,4,1,1,1,1,4,119.0,0.8181818181818182,30.571428571428573,27.857142857142858,8.571428571428571,7,23.428571428571427,37.14285714285714,3.571428571428571,0.06319293450213737,1,High
U0153,2025-03-18,19,43,39.0,vpn,419.4,3,0,0,0,1,2,82.0,1.075,43.57142857142857,29.714285714285715,14.714285714285714,6,-0.5714285714285694,9.285714285714285,4.2857142857142865,0.06297759538616143,1,High
U0148,2025-03-10,19,84,67.0,laptop,492.0,5,1,1,0,1,2,151.0,1.2352941176470589,43.2,26.75,12.4,5,40.8,40.25,6.6,0.06257814006709361,1,High
U0144,2025-03-18,19,57,37.0,unknown,596.0,3,1,1,0,1,2,94.0,1.5,34.0,22.22222222222222,13.3,10,23.0,14.777777777777779,5.699999999999999,0.06249042694470308,1,High
U0266,2025-03-21,9,87,43.0,usb,435.0,5,1,1,0,0,0,130.0,1.9772727272727273,33.166666666666664,22.833333333333332,8.333333333333334,6,53.833333333333336,20.166666666666668,0.6666666666666661,0.06217124919229833,1,High
U0184,2025-03-25,19,80,38.0,vpn,456.0,2,1,1,0,1,2,118.0,2.051282051282051,33.0,20.5,12.571428571428571,7,47.0,17.5,6.428571428571429,0.061976491840207815,1,High
U0062,2025-01-10,7,90,46.0,laptop,379.0,6,1,1,0,1,2,136.0,1.9148936170212767,38.0,22.583333333333332,11.416666666666666,12,52.0,23.416666666666668,4.416666666666666,0.06086784567722747,1,High
U0068,2025-02-21,9,64,43.0,vpn,495.0,4,1,1,0,0,0,107.0,1.4545454545454546,34.0,22.0,10.625,8,30.0,21.0,1.625,0.060860164971690334,1,High
U0035,2025-02-18,9,75,37.0,usb,376.0,3,1,1,0,0,0,112.0,1.9736842105263157,47.0,30.333333333333332,14.0,6,28.0,6.666666666666668,5.0,0.06039937291528863,1,High
U0056,2025-02-05,6,73,42.0,usb,497.0,5,1,1,0,1,3,115.0,1.697674418604651,35.6,23.6,10.8,4,37.4,18.4,4.800000000000001,0.06036093090476968,1,High
U0336,2025-03-22,20,61,33.0,laptop,429.0,2,1,1,1,1,3,94.0,1.7941176470588236,26.0,13.76923076923077,9.846153846153847,12,35.0,19.23076923076923,10.153846153846153,0.05953869638724196,1,High
U0024,2025-01-23,10,48,39.0,unknown,296.0,6,1,1,0,0,1,87.0,1.2,28.625,25.0,9.625,8,19.375,14.0,0.375,0.059278186786076104,1,High
U0020,2025-03-25,20,64,62.0,desktop,544.0,2,1,1,0,1,3,126.0,1.0158730158730158,27.88888888888889,21.555555555555557,11.11111111111111,8,36.111111111111114,40.44444444444444,8.88888888888889,0.0590762739939118,1,High
U0216,2025-01-06,19,73,46.0,desktop,594.0,4,1,1,0,1,2,119.0,1.553191489361702,30.571428571428573,16.714285714285715,10.714285714285714,7,42.42857142857143,29.285714285714285,8.285714285714286,0.05903600287114974,1,High
U0334,2025-01-31,21,85,37.0,usb,448.0,3,1,1,0,1,4,122.0,2.236842105263158,34.2,20.2,12.0,5,50.8,16.8,9.0,0.05858606054209148,1,High
U0245,2025-01-18,5,91,50.0,laptop,411.0,2,1,1,1,1,4,141.0,1.7843137254901962,28.846153846153847,17.53846153846154,9.23076923076923,12,62.15384615384615,32.46153846153846,4.23076923076923,0.058384915441110574,1,High
U0090,2025-03-10,10,46,68.0,vpn,,5,1,1,0,0,1,114.0,0.6666666666666666,35.5,29.0,8.5,6,10.5,39.0,1.5,0.05816788072038159,1,High
U0306,2025-01-19,19,82,51.0,laptop,327.0,5,1,1,1,1,2,133.0,1.5769230769230769,31.555555555555557,21.333333333333332,9.88888888888889,8,50.44444444444444,29.666666666666668,9.11111111111111,0.05814327595755464,1,High
U0206,2025-03-09,5,59,36.0,vpn,560.0,1,1,1,1,1,4,95.0,1.5945945945945945,29.818181818181817,17.636363636363637,9.909090909090908,10,29.181818181818183,18.363636363636363,4.909090909090908,0.05784814688835738,1,High
U0182,2025-02-17,18,42,39.0,unknown,376.2,3,0,0,0,0,1,81.0,1.05,28.1,18.0,11.5,8,13.899999999999999,21.0,6.5,0.05782235304511607,1,High
U0106,2025-02-11,19,53,,vpn,284.8,0,0,0,0,1,2,53.0,53.0,31.666666666666668,17.727272727272727,10.166666666666666,12,21.333333333333332,-17.727272727272727,8.833333333333334,0.057266943411336535,1,High
U0214,2025-02-19,7,61,48.0,vpn,546.0,4,1,1,0,1,2,109.0,1.2448979591836735,27.428571428571427,18.428571428571427,9.571428571428571,7,33.57142857142857,29.571428571428573,2.571428571428571,0.057080308133892754,1,High
U0205,2025-01-22,7,89,59.0,usb,536.0,5,1,1,0,1,2,148.0,1.4833333333333334,29.0,20.428571428571427,8.857142857142858,6,60.0,38.57142857142857,1.8571428571428577,0.05681710798421691,1,High
U0270,2025-01-19,7,57,44.0,desktop,411.4,4,0,0,1,1,2,101.0,1.2666666666666666,26.88888888888889,24.555555555555557,8.88888888888889,8,30.11111111111111,19.444444444444443,1.8888888888888893,0.05640258356470884,1,High
U0288,2025-01-22,20,44,27.0,vpn,376.0,6,1,1,0,1,3,71.0,1.5714285714285714,39.42857142857143,31.714285714285715,11.428571428571429,7,4.571428571428569,-4.714285714285715,8.571428571428571,0.05581236022718683,1,High
U0325,2025-02-14,9,71,48.0,laptop,322.0,4,1,1,0,0,0,119.0,1.4489795918367347,56.0,38.75,10.75,4,15.0,9.25,1.75,0.055777462650905885,1,High
U0119,2025-02-04,5,72,68.0,laptop,359.0,5,1,1,0,1,4,140.0,1.0434782608695652,30.375,23.142857142857142,8.75,8,41.625,44.85714285714286,3.75,0.05547721906380565,1,High
U0063,2025-01-17,21,56,58.0,usb,460.0,2,1,1,0,1,4,114.0,0.9491525423728814,29.125,23.875,11.875,8,26.875,34.125,9.125,0.05546541725617038,1,High
U0073,2025-03-10,7,69,56.0,usb,548.0,5,1,1,0,1,2,125.0,1.2105263157894737,37.857142857142854,27.5,10.0,7,31.142857142857146,28.5,3.0,0.05541523117971103,1,High
U0290,2025-02-27,19,52,39.0,desktop,571.0,6,1,1,0,1,2,91.0,1.3,37.0,28.833333333333332,10.166666666666666,6,15.0,10.166666666666668,8.833333333333334,0.055354213124476526,1,High
U0049,2025-03-29,20,40,28.0,vpn,251.5,5,0,0,1,1,3,68.0,1.3793103448275863,24.428571428571427,18.857142857142858,11.428571428571429,13,15.571428571428573,9.142857142857142,8.571428571428571,0.05534778659685469,1,High
U0057,2025-03-24,20,56,69.0,laptop,543.0,5,1,1,0,1,3,125.0,0.8,33.4,28.4,11.6,10,22.6,40.6,8.4,0.05457694109522093,1,High
U0016,2025-03-18,7,63,63.0,vpn,403.0,1,1,1,0,1,2,126.0,0.984375,30.0,21.4,10.545454545454545,11,33.0,41.6,3.545454545454545,0.05406360171799096,1,High
U0101,2025-03-17,20,77,28.0,vpn,300.0,3,1,1,0,1,3,105.0,2.6551724137931036,37.9,19.88888888888889,9.0,10,39.1,8.11111111111111,11.0,0.05373861939214608,1,High
U0110,2025-03-16,19,61,26.0,vpn,601.0,4,1,1,1,1,2,87.0,2.259259259259259,31.22222222222222,21.77777777777778,12.222222222222221,8,29.77777777777778,4.222222222222221,6.777777777777779,0.05360462674391797,1,High
U0004,2025-03-17,21,63,39.0,desktop,404.0,2,1,1,0,1,4,102.0,1.575,42.6,26.4,12.4,5,20.4,12.600000000000001,8.6,0.05345019254151917,1,High
U0157,2025-03-31,9,78,55.0,desktop,550.0,3,1,1,0,0,0,133.0,1.3928571428571428,28.0,16.785714285714285,10.214285714285714,14,50.0,38.214285714285715,1.2142857142857135,0.05345009413361468,1,High
U0203,2025-01-04,18,45,21.0,unknown,289.6,3,0,0,1,0,1,66.0,2.0454545454545454,30.666666666666668,16.5,10.833333333333334,5,14.333333333333332,4.5,7.166666666666666,0.053393886483633746,1,High
